-1.075436710794808906e+28,-1.075436710794808906e+28,-1.208355854825627927e+29
-1.523254395612999030e+28,-4.265112307716397019e+29,-4.792261019906064212e+30
-2.415255482446253720e+29,-6.400427028482571968e+31,-7.191491043238844179e+32
-2.675124593087034448e+29,-6.444153588270530441e+31,-7.240622009292729813e+32
